Id,year,brand,price,distance_travelled(kms),fuel_type,new_and_less_used
1123,2012,Mercedes-Benz,1400000,87500,Diesel,0
1124,2020,Toyota,2550000,9500,Diesel,1
1125,2017,Hyundai,380000,62000,Diesel,0
1126,2018,Audi,2650000,81296,Diesel,0
1127,2018,Hyundai,1250000,38000,Diesel,0
1128,2017,Hyundai,750000,40000,Diesel,0
1129,2019,Hyundai,990000,58000,Diesel,0
1130,2011,Toyota,870000,120000,Diesel,0
1131,2018,Maruti Suzuki,870000,38000,Petrol,0
1132,2015,Mahindra,750000,64000,Diesel,0
1133,2010,Maruti Suzuki,240000,90000,Petrol,0
1134,2015,Hyundai,925000,84000,Diesel,0
1135,2019,Mahindra,945000,39000,Diesel,0
1136,2008,Hyundai,250000,73000,Petrol,0
1137,2016,Ford,475000,40000,Diesel,0
1138,2016,Ford,2225000,65000,Diesel,0
1139,2016,Renault,690000,70000,Diesel,0
1140,2014,Hyundai,515000,29000,Petrol,0
1141,2015,Hyundai,325000,54000,Petrol,0
1142,2019,Kia,1590000,7000,Petrol,1
1143,2019,Ford,890000,45000,Diesel,0
1144,2016,Ford,2090000,74000,Diesel,0
1145,2012,Mahindra,750000,130000,Diesel,0
1146,2016,Ford,575000,68000,Diesel,0
1147,2017,Honda,725000,13000,Petrol,1
1148,2016,Mahindra,675000,64000,Diesel,0
1149,2011,Ford,950000,60000,Diesel,0
1150,2017,Hyundai,550000,44000,Petrol,0
1151,2017,Ford,2290000,61000,Diesel,0
1152,2014,Toyota,1149000,112000,Diesel,0
1153,2012,BMW,1385000,59000,Diesel,0
1154,2017,Ford,2400000,90000,Diesel,0
1155,2012,Mahindra,650000,135000,Diesel,0
1156,2016,BMW,3400000,40000,Diesel,0
1157,2013,Toyota,1250000,130000,Diesel,0
1158,2019,Maruti Suzuki,600000,62000,Diesel,0
1159,2017,Hyundai,380000,65000,Diesel,0
1160,2016,Ford,750000,34000,Diesel,0
1161,2015,Hyundai,320000,36000,Petrol,0
1162,2020,Hyundai,2500000,4500,Petrol,1
1163,2013,Skoda,625000,106000,Petrol,0
1164,2018,Toyota,2300000,40000,Diesel,0
1165,2016,BMW,2600000,37000,Diesel,0
1166,2019,Hyundai,1380000,32000,Petrol,0
1167,2017,Ford,6500000,11100,Petrol,1
1168,2017,Volvo,3950000,49855,Petrol,0
1169,2015,Audi,4500000,57700,Diesel,0
1170,2019,Honda,1050000,24000,Petrol,1
1171,2017,Volkswagen,575000,55000,Diesel,0
1172,2015,Hyundai,445000,65000,Diesel,0
1173,2012,Toyota,650000,77000,Diesel,0
1174,2016,Jaguar,2850000,63000,Diesel,0
1175,2013,Mercedes-Benz,2400000,120000,Diesel,0
1176,2017,Maruti Suzuki,785000,49000,Petrol,0
1177,2017,Hyundai,875000,10001,Petrol,1
1178,2019,Renault,1090000,16000,Diesel,1
1179,2018,Maruti Suzuki,690000,35000,Petrol,0
1180,2018,Honda,750000,29000,Diesel,1
1181,2018,Honda,990000,41000,Diesel,0
1182,2020,Kia,1450000,3000,Petrol,1
1183,2015,Audi,2200000,76000,Diesel,0
1184,2020,BMW,6800000,20000,Petrol,1
1185,2017,Tata,1075000,85000,Diesel,0
1186,2012,Renault,525000,65000,Diesel,0
1187,2015,Skoda,790000,57000,Diesel,0
1188,2017,Maruti Suzuki,485000,24000,Petrol,1
1189,2018,Maruti Suzuki,690000,35000,Petrol,0
1190,2018,Honda,750000,29000,Diesel,1
1191,2018,Honda,990000,41000,Diesel,0
1192,2019,Renault,1090000,16000,Diesel,1
1193,2017,Ford,850000,44000,Diesel,0
1194,2018,Toyota,2050000,41000,Diesel,0
1195,2015,Jaguar,2200000,77000,Diesel,0
1196,2014,BMW,1450000,63000,Diesel,0
1197,2010,Skoda,600000,104000,Diesel,0
1198,2017,Skoda,735000,112000,Diesel,0
1199,2012,Toyota,1190000,93000,Diesel,0
1200,2017,Skoda,2000000,30000,Diesel,1
1201,2019,Skoda,1090000,30000,Diesel,1
1202,2020,Volkswagen,775000,16000,Petrol,1
1203,2018,Toyota,2700000,100000,Diesel,0
1204,2018,Toyota,2050000,42500,Diesel,0
1205,2017,Toyota,2800000,420000,Diesel,0
1206,2012,Mercedes-Benz,1450000,48000,Diesel,0
1207,2011,BMW,1275000,64000,Diesel,0
1208,2018,Toyota,2700000,100000,Diesel,0
1209,2018,Toyota,2050000,42500,Diesel,0
1210,2016,Mercedes-Benz,5200000,82420,Diesel,0
1211,2011,Mercedes-Benz,1150000,73000,Diesel,0
1212,2018,Mercedes-Benz,3200000,15600,Diesel,1
1213,2015,Audi,1850000,58600,Diesel,0
1214,2019,Mercedes-Benz,7200000,58548,Diesel,0
1215,2015,BMW,2200000,22261,Diesel,0
1216,2018,Land Rover,4400000,28800,Diesel,1
1217,2017,Skoda,2000000,30000,Diesel,1
1218,2017,Honda,875000,43000,Diesel,0
1219,2012,Audi,1700000,76000,Diesel,0
1220,2009,Audi,1025000,65000,Petrol,0
1221,2014,Honda,785000,20000,Petrol,0
1222,2016,BMW,2600000,36000,Diesel,0
1223,2014,Ford,525000,73000,Petrol,0
1224,2016,Hyundai,675000,12000,Petrol,0
1225,2019,Ford,850000,23000,Petrol,1
1226,2020,Audi,4400000,16000,Diesel,1
1227,2013,Audi,2100000,40000,Diesel,0
1228,2012,BMW,1800000,82000,Diesel,0
1229,2019,Mahindra,2700000,30000,Diesel,1
1230,2017,Mercedes-Benz,4500000,17000,Diesel,1
1231,2013,Honda,425000,100000,Diesel,0
1232,2013,Hyundai,410000,83000,Diesel,0
1233,2018,Hyundai,1250000,38000,Diesel,0
1234,2012,Honda,525000,40000,Petrol,0
1235,2016,BMW,5650000,54000,Diesel,0
1236,2014,BMW,2250000,55000,Diesel,0
1237,2021,Ford,3850000,8000,Diesel,1
1238,2014,Fiat,2000000,18000,Petrol,0
1239,2019,Honda,900000,11505,Petrol,1
1240,2018,Toyota,2150000,7686,Diesel,1
1241,2019,Honda,900000,1664,Petrol,1
1242,2016,Hyundai,1090000,69138,Diesel,0
1243,2020,Toyota,2790000,2762,Diesel,1
1244,2017,Honda,800000,4593,Petrol,1
1245,2015,Maruti Suzuki,725000,75000,Diesel,0
1246,2013,Toyota,1100000,107000,Diesel,0
1247,2016,Honda,810000,62000,Diesel,0
1248,2008,Hyundai,170000,63000,Petrol,0
1249,2014,Renault,565000,25000,Petrol,0
1250,2015,Hyundai,400000,40000,Petrol,0
1251,2018,Hyundai,1025000,40000,Diesel,0
1252,2010,Tata,80000,10001,Petrol,0
1253,2019,Hyundai,1195000,10000,Petrol,1
1254,2016,Mahindra,875000,38000,Diesel,0
1255,2019,Maruti Suzuki,1150000,14000,Diesel,1
1256,2019,Honda,790000,11000,Petrol,1
1257,2018,Mahindra,1290000,29000,Diesel,1
1258,2020,Mahindra,990000,2000,Petrol,1
1259,2019,Hyundai,925000,24800,Petrol,1
1260,2020,Mahindra,1390000,25000,Diesel,1
1261,2017,Honda,875000,46000,Diesel,0
1262,2018,Ford,1090000,20000,Diesel,1
1263,2020,Mahindra,1390000,25000,Diesel,1
1264,2018,Ford,1090000,20000,Diesel,1
1265,2021,Ford,3850000,8000,Diesel,1
1266,2017,Honda,875000,46000,Diesel,0
1267,2019,Hyundai,1195000,10000,Petrol,1
1268,2019,Skoda,1175000,10000,Petrol,1
1269,2019,Jeep,2190000,24000,Petrol,1
1270,2018,Mahindra,1290000,29000,Diesel,1
1271,2019,Hyundai,925000,24800,Petrol,1
1272,2020,Mahindra,990000,2000,Petrol,1
1273,2014,Honda,790000,20000,Petrol,0
1274,2015,Volkswagen,620000,54000,Diesel,0
1275,2010,Maruti Suzuki,285000,72000,Petrol,0
1276,2014,Audi,1850000,72000,Diesel,0
1277,2016,Hyundai,630000,5700,Petrol,0
1278,2014,Mahindra,540000,180000,Diesel,0
1279,2018,Hyundai,1250000,40000,Diesel,0
1280,2013,Ford,650000,60000,Petrol,0
1281,2012,Honda,525000,40000,Petrol,0
1282,2012,Honda,750000,65000,Petrol,0
1283,2011,Honda,490000,80000,Petrol,0
1284,2019,Hyundai,625000,33000,Petrol,0
1285,2020,Renault,530000,11500,Petrol,1
1286,2019,Volvo,5600000,40000,Diesel,0
1287,2019,Volvo,5600000,40000,Diesel,0
1288,2020,Renault,530000,11500,Petrol,1
1289,2010,Mercedes-Benz,2400000,57000,Diesel,0
1290,2005,Mercedes-Benz,550000,74000,Petrol,0
1291,2011,Mercedes-Benz,1250000,97000,Diesel,0
1292,2007,Honda,475000,120000,Petrol,0
1293,2021,Hyundai,1050000,2000,Petrol,1
1294,2016,Hyundai,630000,57000,Petrol,0
1295,2014,Jaguar,2200000,78000,Diesel,0
1296,2019,Volkswagen,2850000,25000,Diesel,1
1297,2015,Volkswagen,600000,66000,Petrol,0
1298,2016,BMW,5650000,54000,Diesel,0
1299,2012,Maruti Suzuki,300000,76000,Petrol,0
1300,2019,Maruti Suzuki,390000,13000,Petrol,1
1301,2018,Maruti Suzuki,950000,25000,Petrol,1
1302,2012,Hyundai,375000,66000,Petrol,0
1303,2014,Volkswagen,575000,86000,Diesel,0
1304,2018,Jeep,1650000,39500,Diesel,0
1305,2004,Toyota,500000,70500,Petrol,0
1306,2011,Audi,1200000,44000,Diesel,0
1307,2011,Honda,750000,65000,Petrol,0
1308,2015,Volkswagen,700000,50000,Petrol,0
1309,2014,BMW,2250000,55000,Diesel,0
1310,2019,BMW,5190000,53000,Diesel,0
1311,2019,Maruti Suzuki,390000,13000,Petrol,1
1312,2012,Maruti Suzuki,300000,76000,Petrol,0
1313,2017,Land Rover,3550000,80400,Diesel,0
1314,2007,BMW,1800000,30900,Petrol,0
1315,2015,BMW,3800000,40500,Diesel,0
1316,2018,BMW,4900000,39000,Diesel,0
1317,2014,BMW,2250000,55000,Diesel,0
1318,2014,Mahindra,1050000,58200,Diesel,0
1319,2019,Volkswagen,2850000,25000,Diesel,1
1320,2012,Toyota,1200000,108000,Diesel,0
1321,2012,Hyundai,375000,66000,Petrol,0
1322,2012,Honda,550000,55000,Petrol,0
1323,2011,Volvo,1150000,80000,Diesel,0
1324,2019,Toyota,2175000,39900,Diesel,0
1325,2013,Volkswagen,475000,66000,Petrol,0
1326,2016,Maruti Suzuki,610000,15000,Petrol,0
1327,2015,Hyundai,950000,79900,Diesel,0
1328,2011,Hyundai,360000,22000,Petrol,0
1329,2012,Audi,1450000,55000,Diesel,0
1330,2016,Honda,790000,45000,Petrol,0
1331,2019,Mahindra,1650000,19900,Diesel,1
1332,2019,Hyundai,1300000,4000,Petrol,1
1333,2012,Mercedes-Benz,2400000,148000,Diesel,0
1334,2018,Hyundai,650000,18000,Petrol,1
1335,2019,Mahindra,1650000,19900,Diesel,1
1336,2012,Mahindra,800000,85000,Diesel,0
1337,2013,Audi,2150000,83000,Diesel,0
1338,2016,Honda,790000,45000,Petrol,0
1339,2014,Hyundai,550000,52000,Diesel,0
1340,2016,Maruti Suzuki,425000,35000,Petrol,0
1341,2016,Toyota,1700000,79900,Diesel,0
1342,2012,Audi,1450000,55000,Diesel,0
1343,2018,Renault,925000,50000,Diesel,0
1344,2015,Toyota,1350000,85000,Diesel,0
1345,2015,Mercedes-Benz,2350000,43000,Diesel,0
1346,2012,Mercedes-Benz,2400000,148000,Diesel,0
1347,2015,Hyundai,575000,39000,Petrol,0
1348,2018,Hyundai,1200000,19900,Petrol,1
1349,2017,Maruti Suzuki,470000,51000,Petrol,0
1350,2017,Land Rover,3500000,30980,Diesel,0
1351,2016,Audi,1395000,72000,Diesel,0
1352,2014,BMW,2800000,27000,Diesel,0
1353,2018,Hyundai,650000,18000,Petrol,1
1354,2015,Maruti Suzuki,675000,62000,Petrol,0
1355,2016,Hyundai,770000,175000,Diesel,0
1356,2011,Nissan,225000,51000,Petrol,0
1357,2016,Hyundai,925000,40000,Diesel,0
1358,2019,Hyundai,1125000,14000,Petrol,1
1359,2016,Ford,680000,69000,Petrol,0
1360,2011,Nissan,225000,51000,Petrol,0
1361,2016,Hyundai,925000,40000,Diesel,0
1362,2017,Hyundai,380000,62000,Diesel,0
1363,2018,Maruti Suzuki,825000,22000,Petrol,1
1364,2020,Toyota,2550000,9500,Diesel,1
1365,2015,Volkswagen,700000,60000,Petrol,0
1366,2012,Land Rover,2350000,63000,Diesel,0
1367,2012,Hyundai,375000,66000,Petrol,0
1368,2018,Audi,2650000,81296,Diesel,0
1369,2017,Maruti Suzuki,650000,32000,Petrol,0
1370,2012,Mercedes-Benz,1400000,87500,Diesel,0
1371,2017,Maruti Suzuki,910000,48000,Diesel,0
1372,2019,Hyundai,1125000,14000,Petrol,1
1373,2012,Hyundai,550000,52000,Diesel,0
1374,2018,Hyundai,1250000,38000,Diesel,0
1375,2017,Hyundai,750000,40000,Diesel,0
1376,2019,Hyundai,990000,58000,Diesel,0
1377,2011,Toyota,870000,120000,Diesel,0
1378,2018,Maruti Suzuki,870000,38000,Petrol,0
1379,2015,Hyundai,325000,54000,Petrol,0
1380,2015,Mahindra,750000,64000,Diesel,0
1381,2012,BMW,1385000,59000,Diesel,0
1382,2010,Maruti Suzuki,240000,90000,Petrol,0
1383,2008,Hyundai,250000,73000,Petrol,0
1384,2016,Ford,475000,40000,Diesel,0
1385,2016,Ford,2225000,65000,Diesel,0
1386,2016,Renault,690000,70000,Diesel,0
1387,2014,Hyundai,515000,29000,Petrol,0
1388,2015,Hyundai,325000,54000,Petrol,0
1389,2019,Kia,1590000,7000,Petrol,1
1390,2019,Ford,890000,45000,Diesel,0
1391,2016,Ford,2090000,74000,Diesel,0
1392,2012,Mahindra,750000,130000,Diesel,0
1393,2016,Ford,575000,68000,Diesel,0
1394,2017,Honda,725000,13000,Petrol,1
1395,2016,Mahindra,675000,64000,Diesel,0
1396,2011,Ford,950000,60000,Diesel,0
1397,2017,Hyundai,550000,44000,Petrol,0
1398,2017,Ford,2290000,61000,Diesel,0
1399,2014,Toyota,1149000,112000,Diesel,0
1400,2012,BMW,1385000,59000,Diesel,0
1401,2017,Ford,2400000,90000,Diesel,0
1402,2012,Mahindra,650000,135000,Diesel,0
1403,2016,BMW,3400000,40000,Diesel,0
1404,2013,Toyota,1250000,130000,Diesel,0
1405,2019,Maruti Suzuki,600000,62000,Diesel,0
1406,2017,Hyundai,380000,65000,Diesel,0
1407,2012,Toyota,650000,77000,Diesel,0
1408,2013,Skoda,625000,106000,Petrol,0
1409,2016,Ford,750000,34000,Diesel,0
1410,2015,Audi,4500000,57700,Diesel,0
1411,2018,Toyota,2300000,40000,Diesel,0
1412,2017,Hyundai,380000,65000,Diesel,0
1413,2020,Hyundai,2500000,4500,Petrol,1
1414,2015,Hyundai,320000,36000,Petrol,0
1415,2019,Hyundai,1380000,32000,Petrol,0
1416,2015,Hyundai,445000,65000,Diesel,0
1417,2019,Maruti Suzuki,600000,62000,Diesel,0
1418,2017,Volvo,3950000,49855,Petrol,0
1419,2017,Ford,6500000,11100,Petrol,1
1420,2016,BMW,2600000,37000,Diesel,0
1421,2016,Jaguar,2850000,63000,Diesel,0
1422,2013,Mercedes-Benz,2400000,120000,Diesel,0
1423,2017,Maruti Suzuki,785000,49000,Petrol,0
1424,2017,Hyundai,875000,10001,Petrol,1
1425,2015,Audi,2200000,76000,Diesel,0
1426,2011,Toyota,1000000,190000,Diesel,0
1427,2017,Volkswagen,585000,38000,Petrol,0
1428,2020,Kia,1450000,3000,Petrol,1
1429,2017,Hyundai,1025000,37000,Petrol,0
1430,2019,Hyundai,995000,17000,Petrol,1
1431,2020,BMW,6800000,20000,Petrol,1
1432,2017,Tata,1075000,85000,Diesel,0
1433,2012,Renault,525000,65000,Diesel,0
1434,2015,Skoda,790000,57000,Diesel,0
1435,2017,Maruti Suzuki,485000,24000,Petrol,1
1436,2018,Maruti Suzuki,690000,35000,Petrol,0
1437,2018,Honda,750000,29000,Diesel,1
1438,2018,Honda,990000,41000,Diesel,0
1439,2019,Renault,1090000,16000,Diesel,1
1440,2017,Ford,850000,44000,Diesel,0
1441,2018,Toyota,2050000,41000,Diesel,0
1442,2015,Jaguar,2200000,77000,Diesel,0
1443,2014,BMW,1450000,63000,Diesel,0
1444,2010,Skoda,600000,104000,Diesel,0
1445,2017,Skoda,735000,112000,Diesel,0
1446,2012,Toyota,1190000,93000,Diesel,0
1447,2017,Skoda,2000000,30000,Diesel,1
1448,2019,Skoda,1090000,30000,Diesel,1
1449,2020,Volkswagen,775000,16000,Petrol,1
1450,2018,Toyota,2700000,100000,Diesel,0
1451,2018,Toyota,2050000,42500,Diesel,0
1452,2017,Toyota,2800000,420000,Diesel,0
1453,2012,Mercedes-Benz,1450000,48000,Diesel,0
1454,2011,BMW,1275000,64000,Diesel,0
1455,2018,Toyota,2700000,100000,Diesel,0
1456,2018,Toyota,2050000,42500,Diesel,0
1457,2016,Mercedes-Benz,5200000,82420,Diesel,0
1458,2011,Mercedes-Benz,1150000,73000,Diesel,0
1459,2018,Mercedes-Benz,3200000,15600,Diesel,1
1460,2015,Audi,1850000,58600,Diesel,0
1461,2019,Mercedes-Benz,7200000,58548,Diesel,0
1462,2015,BMW,2200000,22261,Diesel,0
1463,2018,Land Rover,4400000,28800,Diesel,1
1464,2017,Skoda,2000000,30000,Diesel,1
1465,2017,Honda,875000,43000,Diesel,0
1466,2012,Audi,1700000,76000,Diesel,0
1467,2009,Audi,1025000,65000,Petrol,0
1468,2014,Honda,785000,20000,Petrol,0
1469,2016,BMW,2600000,36000,Diesel,0
1470,2014,Ford,525000,73000,Petrol,0
1471,2016,Hyundai,675000,12000,Petrol,0
1472,2019,Ford,850000,23000,Petrol,1
1473,2020,Audi,4400000,16000,Diesel,1
1474,2013,Audi,2100000,40000,Diesel,0
1475,2012,BMW,1800000,82000,Diesel,0
1476,2019,Mahindra,2700000,30000,Diesel,1
1477,2017,Mercedes-Benz,4500000,17000,Diesel,1
1478,2007,Maruti Suzuki,175000,71488,Petrol,0
1479,2018,Maruti Suzuki,630000,32228,Petrol,0
1480,2021,Volkswagen,1015000,11000,Petrol,1
1481,2016,Maruti Suzuki,700000,83508,Diesel,0
1482,2015,Volkswagen,525000,40119,Petrol,0
1483,2015,MINI,2300000,40614,Diesel,0
1484,2017,Toyota,1795000,30889,Diesel,0
1485,2015,BMW,2400000,85200,Diesel,0
1487,2017,Hyundai,495000,43712,Petrol,0
1488,2010,Hyundai,270000,75000,Petrol,0
1489,2011,Maruti Suzuki,280000,48000,Petrol,0
1490,2012,Honda,450000,71000,Petrol,0
1491,2008,Hyundai,190000,77000,Petrol,0
1492,2011,Maruti Suzuki,320000,72000,Diesel,0
1493,2012,Maruti Suzuki,295000,56000,Petrol,0
1494,2014,Maruti Suzuki,375000,20000,Petrol,0
1495,2012,Volkswagen,397000,59908,Petrol,0
1496,2013,Honda,410000,60176,Petrol,0
1497,2015,Hyundai,460000,50262,Petrol,0
1498,2014,Renault,525000,93802,Diesel,0
1499,2015,Ford,600000,99499,Diesel,0
1500,2016,Hyundai,335000,23797,Petrol,0
1501,2015,Hyundai,575000,42000,Petrol,0
1502,2018,Mercedes-Benz,4250000,55000,Diesel,0
1503,2020,Hyundai,2600000,10000,Diesel,1
1504,2017,Hyundai,675000,31414,Petrol,0
1505,2016,Mercedes-Benz,3900000,93000,Diesel,0
1506,2013,Hyundai,325000,29708,Petrol,0
1507,2016,Hyundai,650000,24694,Petrol,0
1508,2018,Hyundai,580000,9500,Petrol,1
1509,2018,Maruti Suzuki,680000,22838,Diesel,1
1510,2018,Tata,900000,16900,Diesel,1
1511,2015,Maruti Suzuki,510000,26000,Petrol,0
1512,2018,Maruti Suzuki,505000,78000,Petrol,0
1513,2016,Maruti Suzuki,430000,83000,Petrol,0
1514,2014,Nissan,405000,52000,Petrol,0
1515,2017,Maruti Suzuki,630000,95000,Diesel,0
1516,2011,Maruti Suzuki,295000,70000,Petrol,0
1517,2016,Hyundai,490000,46000,Petrol,0
1518,2020,Honda,900000,8000,Petrol,1
1519,2016,Maruti Suzuki,730000,83000,Diesel,0
1520,2011,Maruti Suzuki,330000,79000,Diesel,0
1521,2020,Honda,990000,7700,Petrol,1
1522,2010,Honda,345000,83000,Petrol,0
1523,2012,Honda,320000,47000,Petrol,0
1524,2015,Honda,410000,19000,Petrol,0
1525,2014,Maruti Suzuki,525000,64000,Petrol,0
1526,2016,Volkswagen,740000,67000,Diesel,0
1527,2016,Maruti Suzuki,750000,79000,Diesel,0
1528,2014,Honda,455000,70000,Diesel,0
1529,2008,Tata,190000,35000,Diesel,0
1530,2018,Honda,730000,18000,Petrol,1
1531,2016,Honda,560000,72000,Diesel,0
1532,2014,Honda,465000,97000,Diesel,0
1533,2017,Toyota,1795000,30889,Diesel,0
1534,2017,Maruti Suzuki,630000,95000,Diesel,0
1535,2010,Honda,345000,83000,Petrol,0
1536,2018,Tata,750000,81000,Petrol,0
1537,2015,Mercedes-Benz,13000000,13000,Petrol,0
1538,2016,Volkswagen,540000,24372,Petrol,0
1539,2015,Hyundai,515000,38660,Petrol,0
1540,2010,Hyundai,355000,53216,Petrol,0
1541,2014,Maruti Suzuki,385000,44463,Petrol,0
1542,2011,Maruti Suzuki,220000,51921,Petrol,0
1543,2011,Ford,215000,75732,Petrol,0
1544,2015,Hyundai,435000,98265,Petrol,0
1545,2016,Maruti Suzuki,420000,59105,Petrol,0
1546,2011,Skoda,250000,81428,Petrol,0
1547,2011,BMW,1275000,91000,Diesel,0
1548,2011,Mercedes-Benz,795000,81000,Diesel,0
1549,2014,BMW,2250000,50000,Diesel,0
1550,2016,Tata,4500000,61352,Petrol,0
1551,2020,MG,1800000,17500,Petrol,1
1552,2018,Jaguar,5550000,20518,Diesel,1
1553,2014,Honda,465000,98000,Diesel,0
1554,2016,Mitsubishi,1550000,104248,Diesel,0
1555,2013,Tata,575000,75000,Diesel,0
1556,2012,Mercedes-Benz,1275000,72000,Diesel,0
1557,2014,Toyota,675000,99350,Petrol,0
1558,2015,Mitsubishi,1275000,99400,Diesel,0
1559,2010,Mitsubishi,595000,91000,Petrol,0
1560,2012,Volkswagen,675000,102000,Diesel,0
1561,2014,Volkswagen,475000,75000,Diesel,0
1562,2019,MG,1825000,32000,Petrol,0
1563,2014,Audi,2100000,71000,Diesel,0
1564,2012,Jaguar,2675000,71000,Petrol,0
1565,2013,Volkswagen,470000,71000,Diesel,0
1566,2006,BMW,680000,100004,Petrol,0
1567,2013,Audi,1380000,48000,Diesel,0
1568,2014,Volkswagen,528000,82000,Petrol,0
1569,2013,Audi,2000000,67000,Diesel,0
1570,2009,Mercedes-Benz,1220000,98000,Petrol,0
1571,2016,Audi,2450000,89000,Diesel,0
1572,2014,Jaguar,1675000,99800,Diesel,0
1573,2016,Land Rover,3600000,91000,Diesel,0
1574,2011,Mercedes-Benz,975000,55000,Diesel,0
1575,2011,Skoda,575000,102000,Diesel,0
1576,2016,Maruti Suzuki,750000,72000,Diesel,0
1577,2014,Mercedes-Benz,1950000,99000,Diesel,0
1578,2017,Maruti Suzuki,850000,57218,Diesel,0
1579,2018,Tata,910000,30000,Diesel,1
1580,2018,Hyundai,1275000,55600,Diesel,0
1581,2014,Maruti Suzuki,690000,77000,Diesel,0
1582,2019,Maruti Suzuki,875000,61000,Diesel,0
1585,2016,Maruti Suzuki,750000,72000,Diesel,0
1586,2018,Hyundai,1275000,55600,Diesel,0
1587,2018,Tata,910000,30000,Diesel,1
1588,2014,Maruti Suzuki,690000,77000,Diesel,0
1589,2017,Maruti Suzuki,850000,57218,Diesel,0
1590,2015,Hyundai,450000,79461,Petrol,0
1591,2018,Renault,695000,67000,Diesel,0
1592,2014,Honda,350000,76200,Petrol,0
1593,2015,Audi,2100000,115000,Diesel,0
1594,2012,Hyundai,335000,76000,Petrol,0
1595,2010,Volkswagen,295000,41000,Petrol,0
1596,2013,Hyundai,340000,508881,Petrol,0
1597,2017,Maruti Suzuki,390000,28696,Petrol,1
1598,2017,Ford,675000,107079,Diesel,0
1599,2013,Maruti Suzuki,280000,40409,Petrol,0
1600,2013,Honda,295000,58203,Petrol,0
1601,2018,Maruti Suzuki,640000,56948,Petrol,0
1602,2016,Mahindra,1200000,145368,Diesel,0
1603,2013,Volkswagen,400000,110369,Diesel,0
1604,2009,Maruti Suzuki,235000,17014,Petrol,0
1605,2015,Maruti Suzuki,400000,59509,Petrol,0
1606,2016,Maruti Suzuki,450000,31600,Petrol,0
1607,2018,Maruti Suzuki,440000,6800,Petrol,1
1608,2014,Ford,550000,32800,Petrol,0
1609,2013,Mercedes-Benz,1699000,67000,Diesel,0
1610,2013,Audi,1375000,79000,Diesel,0
1611,2015,Audi,1675000,100000,Diesel,0
1613,2008,BMW,599000,170306,Petrol,0
1614,2015,Hyundai,300000,11500,Petrol,0
1615,2019,Toyota,3800000,13500,Diesel,1
1616,2007,Hyundai,110000,87000,Petrol,0
1617,2015,Volkswagen,525000,40119,Petrol,0
1618,2017,Skoda,675000,108500,Diesel,0
1619,2010,Honda,400000,118000,Petrol,0
1620,2011,Ford,285000,70738,Diesel,0
1621,2009,Honda,481000,117136,Petrol,0
1622,2017,Audi,5500000,55000,Diesel,0
1623,2016,Hyundai,598000,42000,Petrol,0
1624,2014,Mercedes-Benz,4600000,47000,Diesel,0
1625,2014,Honda,650000,124000,Diesel,0
1626,2015,Hyundai,425000,81911,Petrol,0
1629,2013,Maruti Suzuki,440000,89869,Petrol,0
1630,2014,Chevrolet,210000,74873,Petrol,0
1631,2018,Tata,725000,82169,Diesel,0
1632,2011,Hyundai,275000,62000,Petrol,0
1633,2016,Mercedes-Benz,2900000,44500,Diesel,0
1634,2013,Audi,1700000,45477,Diesel,0
1635,2013,Hyundai,530000,45588,Petrol,0
1636,2013,Maruti Suzuki,275000,56498,Petrol,0
1637,2012,Honda,275000,39877,Petrol,0
1638,2018,Maruti Suzuki,450000,29628,Petrol,1
1639,2011,Mahindra,520000,75000,Diesel,0
1640,2012,Chevrolet,405000,87387,Diesel,0
1641,2015,Mercedes-Benz,2740000,63000,Diesel,0
1642,2018,Maruti Suzuki,750000,83074,Diesel,0
1643,2018,Mahindra,450000,60484,Petrol,0
1644,2013,BMW,1425000,74000,Diesel,0
1645,2018,Hyundai,575000,12000,Petrol,1
1646,2012,Skoda,400000,58000,Diesel,0
1647,2013,Audi,1650000,67000,Diesel,0
1648,2017,Hyundai,490000,38500,Petrol,0
1649,2018,Hyundai,1150000,66563,Diesel,0
1650,2019,MINI,5300000,700,Petrol,1
1651,2017,Maruti Suzuki,925000,39000,Diesel,0
1652,2010,Toyota,1075000,141000,Diesel,0
1653,2015,Toyota,1000000,142502,Diesel,0
1654,2019,Tata,1650000,49997,Diesel,0
1655,2019,Maruti Suzuki,675000,11233,Petrol,1
1656,2018,Maruti Suzuki,850000,77000,Diesel,0
1657,2019,MINI,5300000,700,Petrol,1
1658,2018,Hyundai,1150000,66563,Diesel,0
1659,2013,Audi,1650000,67000,Diesel,0
1660,2012,Skoda,400000,58000,Diesel,0
1661,2017,Hyundai,490000,38500,Petrol,0
1662,2016,Toyota,1150000,132000,Diesel,0
1663,2017,Maruti Suzuki,925000,39000,Diesel,0
1664,2019,Volkswagen,1250000,12000,Diesel,1
1665,2015,Honda,620000,65000,Diesel,0
1666,2010,Honda,330000,72000,Petrol,0
1667,2015,BMW,2400000,85200,Diesel,0
1668,2015,Maruti Suzuki,510000,30000,Petrol,0
1669,2016,BMW,3800000,53000,Diesel,0
1670,2016,Maruti Suzuki,345000,37000,Petrol,0
1671,2020,BMW,11500000,9000,Diesel,1
1672,2011,Mahindra,520000,75000,Diesel,0
1673,2012,Chevrolet,405000,87387,Diesel,0
1674,2018,Toyota,1650000,103357,Diesel,0
1675,2021,Volkswagen,1015000,11000,Petrol,1
1676,2015,Toyota,1651000,81000,Petrol,0
1677,2018,Audi,2750000,33000,Diesel,0
